concept_index,unique_id,concept,category_bottom_up,category_wordnet,category_manual,Percent_known,Concreteness (M),COCA word freq,SUBTLEX freq,categories_53,image-label_nameability_mean,image-label_consistency_mean,image-label_ratings-per-image_mean,property_manmade_mean,property_precious_mean,property_lives_mean,property_heavy_mean,property_natural_mean,property_moves_mean,property_grasp_mean,property_hold_mean,property_be-moved_mean,property_pleasant_mean,property_arousal_mean,property_arousal_work-time_mean
1332,rope,rope,tool,,tool,1.0,4.93,9300.0,1158.0,construction equipment|tool,0.910160281,0.910160281,18.0,6.475,2.775,1.45,3.95,3.175,3.025,5.85,5.825,5.75,4.075,4.261904762,4809.166667
1333,rosary,rosary,,,,1.0,4.63,760.0,61.0,,0.816153537,0.816153537,17.75,6.6944,5.4722,1.3889,1.5,1.8611,2.4722,6.25,6.4722,6.5556,5.1389,3.693877551,9093.632653
1334,rose,rose,,plant,plant,1.0,4.9,8988.0,2704.0,plant,0.843648445,0.851001386,18.47058824,1.4103,6.0,6.359,1.4872,6.6667,3.6154,6.2051,6.2308,6.2821,6.4615,3.276595745,4797.723404
1335,roulette_wheel,roulette wheel,,,,1.0,4.9,,0.0,,0.581328474,0.592430448,18.125,6.9722,2.6944,1.5833,5.4167,1.75,5.6389,4.6111,3.4722,4.6667,4.4722,3.791666667,5581.395833
1336,router,router,,,electronic device,0.96,4.19,735.0,15.0,electronic device,0.668325225,0.664565826,18.21428571,6.8108,3.5676,1.3784,2.2973,1.5405,1.7568,5.8919,6.1892,6.1351,4.6486,4.106382979,6262.446809
1337,rubber_band,rubber band,office supply,,office supply,1.0,4.89,,,fastener|office supply,0.711602382,0.711602382,17.91666667,6.7436,2.1026,1.1026,1.1282,1.8974,2.4615,6.8205,6.6923,6.8718,4.3077,4.212765957,5788.659574
1338,ruby,ruby,,decoration,,1.0,4.77,823.0,607.0,,0.395905815,0.442689441,17.33333333,2.5,6.5789,1.4737,2.7105,5.8684,1.7895,6.1053,6.3947,6.2105,5.8158,4.043478261000001,4753.869565
1339,rudder,rudder,,,,1.0,4.72,562.0,198.0,,0.349009685,0.387828451,17.84615385,6.8378,3.8378,1.2703,5.3514,2.4054,4.8378,4.6757,4.1081,4.6486,4.5946,4.023809524,4625.452381
1340,rug,rug,,,home decor,1.0,4.79,4858.0,531.0,home decor,0.870538786,0.870538786,17.85714286,6.8974,4.4615,1.1026,4.5897,2.5897,1.8974,4.8974,4.2564,4.7436,5.2564,3.826923077,9081.0
1341,ruler,ruler,,,tool,1.0,4.66,4150.0,162.0,school supply|scientific equipment|tool,0.913497923,0.913497923,18.0,6.7895,2.5526,1.2368,1.3947,2.4211,2.4211,6.5526,6.7895,6.8158,4.5789,4.2,15776.47273
1342,rust,rust,,,,1.0,4.52,1423.0,127.0,,0.745476767,0.762570784,18.0,2.0526,1.5263,2.1053,2.3158,6.0263,2.2632,2.7632,2.6579,2.8158,1.8684,4.803921569,7573.274509999999
1343,saddle,saddle,sports equipment,,sports equipment,1.0,4.85,3541.0,399.0,sports equipment,0.948923686,0.948923686,17.92307692,6.6316,4.0,1.3158,5.6053,2.7105,2.1842,4.7105,4.3421,4.5526,4.7105,4.452380952,5912.976189999999
1344,safety_pin,safety pin,,,,1.0,4.72,,0.0,fastener,0.85163757,0.846735609,18.0,6.8947,2.4474,1.1316,1.0263,1.5263,2.1316,6.4737,6.7368,6.7632,4.0789,4.765957447,5836.468085
1345,saffron,saffron,,food,food,1.0,4.44,604.0,31.0,food,0.328322645,0.336259153,18.21428571,2.0769,5.2051,4.8205,1.5128,6.641,2.4359,5.6667,5.8974,5.9487,5.5385,4.0,7249.72
1346,sail,sail,,,,1.0,4.59,2456.0,701.0,,0.779318599,0.779318599,17.66666667,6.7632,4.0263,1.1053,5.3947,2.0789,5.6579,4.1053,2.8947,3.7895,5.0526,4.119047619,5559.0
1347,sailboat,sailboat,,vehicle,vehicle,1.0,4.89,980.0,82.0,vehicle|watercraft,0.590964912,0.590964912,17.8,6.8056,4.5,1.3611,6.5833,2.0,6.3611,2.8611,1.5,4.2222,5.6667,4.529411765,5022.235294
1348,salad,salad,food,food,food,1.0,4.97,12103.0,868.0,food,0.91023923,0.91023923,17.94117647,5.4211,3.4474,2.2105,1.7368,5.8158,1.7895,5.3421,5.5263,6.0263,5.8684,3.62,4776.0
1349,salami,salami,,,food,1.0,4.78,417.0,114.0,food,0.581087523,0.581087523,18.57142857,5.8889,2.6667,1.5556,3.0833,3.9444,1.6667,5.8333,6.0278,6.0833,4.9444,4.5,7253.717390999999
1350,saltshaker,saltshaker,,container,container,1.0,4.96,49.0,6.0,container,0.383566423,0.55019424,17.75,6.6579,3.1579,1.2368,1.6053,1.9737,2.3684,6.6842,6.5789,6.6316,4.7105,3.886363636000001,6773.068181999999
1351,sand,sand,,,,1.0,5.0,15658.0,1035.0,,0.928146738,0.928146738,17.71428571,1.7105,4.1842,1.4474,3.6053,6.5789,3.2895,4.4474,4.5526,4.9211,5.0,4.311111111000001,5506.466667000001
1352,sandal,sandal,,,clothing,1.0,4.68,2232.0,11.0,clothing|footwear,0.810052746,0.821817452,18.53333333,6.8182,3.2727,1.3333,1.9091,1.8485,2.4545,6.2727,6.4545,6.3939,4.9091,4.431818182,7550.386364
1353,sandbag,sandbag,,container,container,0.97,4.68,495.0,19.0,container,0.373179272,0.408149049,18.07142857,6.3333,2.8205,1.1538,6.5128,3.1795,2.1282,4.0,3.2051,3.0513,3.4359,4.4,5768.066667
1354,sandbox,sandbox,,toy,,1.0,4.86,407.0,54.0,,0.730618826,0.730618826,17.35714286,6.4595,3.7568,1.4595,5.8919,3.3514,1.7297,2.9730000000000003,2.0,2.1892,5.0541,4.041666667,5085.645833
1355,sandcastle,sandcastle,,,,1.0,4.96,54.0,4.0,,0.242419877,0.586431459,17.58333333,6.5278,5.25,1.2222,4.4722,3.5556,1.9167,2.9444,1.5833,2.0278,6.0,3.5348837210000004,4955.44186
1356,sandpaper,sandpaper,tool,,tool,1.0,4.85,442.0,22.0,tool,0.630817495,0.630817495,17.5,6.0769,2.5128,1.5385,1.4872,2.7692,2.6923,5.9744,6.2051,6.4872,3.7436,4.186046512,8946.27907
1357,sandwich,sandwich,food,food,food,1.0,4.9,8298.0,1118.0,breakfast food|food,0.903547758,0.903547758,18.0,6.6,3.875,1.75,1.9,3.15,1.6,6.4,6.425,6.425,5.95,3.916666667,5048.0625
1358,sarcophagus,sarcophagus,,container,container,0.89,4.48,325.0,31.0,container,0.399118865,0.423515795,18.5,6.8,5.2286,1.3143,6.5143,2.4571,1.6857,2.9143,2.1143,2.1143,3.5429,4.375,7539.4375
1359,sardine,sardine,,,"animal, food",1.0,5.0,674.0,46.0,animal|food|sea animal|seafood,0.638438826,0.706550281,17.75,1.9722,3.6944,5.6667,1.8056,6.3611,5.9444,5.0,5.2778,5.9444,3.8333,3.958333333,5681.291667
1360,satellite,satellite,,,,1.0,4.73,12438.0,798.0,,0.849148607,0.849148607,18.08333333,6.8947,5.0526,1.5526,6.7895,1.3684,6.0,2.0789,1.4211,2.0526,4.5263,4.595238095,6523.452381
1361,satellite_dish,satellite dish,,,,1.0,4.85,,0.0,,0.543002881,0.568660776,18.5,6.7714,3.9714,1.4,6.5429,1.7143,3.3714,3.5143,2.4286,2.7143,4.1143,4.0625,6634.270833
1362,sauce,sauce,,food,food,1.0,4.75,15903.0,795.0,condiment|food,0.650669361,0.659441291,18.16666667,6.4722,3.2778,1.5556,2.1944,3.5556,2.3056,5.2778,5.5556,5.9722,5.5833,4.333333333,5340.294118
1363,saucer,saucer,,,,1.0,4.79,1359.0,140.0,,0.19702084,0.531681788,17.91666667,6.5,4.5263,1.5526,2.2895,2.2895,2.3947,6.0526,6.3158,6.2895,4.7368,3.760869565,4834.521739
1364,sauerkraut,sauerkraut,food,food,food,0.97,4.54,263.0,51.0,food,0.512639914,0.528834246,17.92307692,5.4722,3.0556,2.6111,1.9167,4.7778,2.1111,5.6944,5.8889,6.1667,3.9167,4.090909091,4437.3409090000005
1365,sausage,sausage,,,food,1.0,4.88,3470.0,397.0,breakfast food|food,0.918986498,0.918986498,18.125,5.3333,3.2564,1.8718,3.0513,4.6667,1.9487,6.3077,6.3333,6.3846,4.7692,4.431372549,5168.098039
1366,saw,saw,tool,tool,tool,1.0,4.46,2539.0,20527.0,construction equipment|garden tool|hardware|tool,0.954925776,0.954925776,17.69230769,6.5385,3.0256,1.4615,3.2308,1.7949,3.2308,5.9487,6.1538,5.9231,3.5897,5.434782609,5197.804348
1367,sawhorse,sawhorse,tool,,tool,0.93,4.78,148.0,1.0,construction equipment|hardware|tool,0.254604546,0.358039144,17.58333333,6.675,2.6,1.3,5.175,3.525,2.275,4.975,4.075,4.425,4.275,4.787234043,10301.29787
1368,saxophone,saxophone,musical instrument,musical instrument,musical instrument,1.0,5.0,852.0,86.0,musical instrument,0.881854145,0.881854145,17.91666667,6.55,4.6,1.225,4.675,1.525,2.55,5.45,5.475,5.6,5.475,3.791666667,5064.958333
1369,scaffold,scaffold,,,,0.96,4.69,468.0,28.0,construction equipment,0.791767881,0.791767881,17.76923077,6.4865,3.0541,1.4324,6.027,1.8108,2.5135,3.9459,2.4865,2.2973,3.9459,4.094339623,6967.452829999999
1370,scaffolding,scaffolding,,,,1.0,4.83,793.0,12.0,construction equipment,0.663368235,0.663368235,17.25,6.7105,2.5263,1.3158,6.1842,1.4474,2.2105,4.0526,2.6053,2.1579,3.7632,4.285714286,26082.7551
1371,scale,scale,,,,1.0,4.39,34375.0,485.0,scientific equipment,0.912650908,0.912650908,17.5,6.7568,3.2973,1.2973,4.3784,1.5946,3.3514,5.2703,5.1351,5.2432,4.2973,4.098039216,11482.56863
1372,scallion,scallion,vegetable,vegetable,"food, vegetable",1.0,4.72,,8.0,food|vegetable,0.231707946,0.322192982,17.4,1.7714,3.8,5.5714,1.2286,6.8286,2.1429,6.6857,6.8286,6.7143,5.2571,4.106382979,6280.489361999999
1373,scallop,scallop,,,"animal, food",1.0,4.61,1040.0,9.0,animal|food|sea animal|seafood,0.630472423,0.651719986,18.06666667,2.3824,4.2059,5.0588,1.8529,5.7941,4.6471,5.6471,5.9118,6.2059,4.9412,4.1,4571.38
1374,scalpel,scalpel,,tool,"medical equipment, weapon, tool",1.0,4.86,725.0,161.0,medical equipment|scientific equipment|tool|weapon,0.712665714,0.712890635,18.07692308,6.8,2.8571,1.0571,1.4857,1.2857,1.9143,6.4857,6.4571,6.6286,3.1714,5.133333333,5843.288889
1375,scanner,scanner,,electronic device,electronic device,1.0,4.79,2137.0,150.0,electronic device,0.488609238,0.488609238,17.16666667,6.8649,3.027,1.1892,4.7568,1.2973,3.3514,4.4324,4.3784,4.7838,4.1622,4.204081633,8506.530612
1376,scarecrow,scarecrow,,,home decor,1.0,4.68,512.0,89.0,home decor,0.981481481,0.981481481,17.83333333,6.8,3.15,1.75,3.475,2.4,2.55,5.45,5.1,4.95,3.825,4.285714286,5744.408163
1377,scarf,scarf,clothing accessory,clothing,"clothing, clothing accessory",1.0,4.97,3579.0,239.0,clothing|clothing accessory|outerwear,0.92823223,0.92823223,18.0625,6.7949,3.7179,1.359,1.2308,2.5385,3.0769,6.7692,6.7949,6.7949,5.6923,4.063829787,5611.638298
1378,school_bus,school bus,vehicle,,vehicle,1.0,4.93,,0.0,vehicle,0.73987325,0.679205697,17.84615385,6.4595,4.1351,1.0811,6.973,1.2703,6.7838,2.2973,1.3243,4.0541,4.3243,4.388888889,6373.351852000001
1379,scissors,scissors,office supply,tool,"office supply, weapon, tool",1.0,4.85,1876.0,341.0,arts and crafts supply|garden tool|office supply|tool|weapon,1.0,1.0,18.5,6.4444,2.7778,1.25,1.7778,1.6667,3.7222,6.3056,6.5278,6.6667,4.6111,4.830188679,9209.867925
1380,scone,scone,food,food,food,0.96,4.85,379.0,25.0,breakfast food|food,0.54662637,0.556150179,17.71428571,6.7692,3.7949,1.3846,1.7692,3.6154,1.5641,6.4615,6.5897,6.641,6.0769,3.957446809,4921.978722999999
1381,scoop,scoop,kitchen tool,container,"kitchen tool, tool",1.0,4.15,1612.0,289.0,kitchen tool|tool,0.835471491,0.835471491,18.0,6.8108,3.0541,1.2432,1.7838,1.4595,2.0,6.5946,6.5946,6.6216,4.5946,4.25,7326.568181999999
1382,scooter,scooter,"vehicle, toy","container, vehicle","toy, vehicle",1.0,4.96,928.0,139.0,toy|vehicle,0.958390308,0.958390308,18.125,6.7429,3.3714,1.2857,3.4,1.6571,5.5714,5.7429,5.3143,6.3143,5.6286,4.0,10208.34091
1383,scoreboard,scoreboard,sports equipment,,,1.0,4.9,656.0,31.0,,0.887521216,0.887521216,18.0,6.7143,2.7429,1.2,6.8571,1.2571,2.1429,2.8857,1.5429,1.5143,4.3143,4.372093023,4933.674419
1384,scorpion,scorpion,"animal, insect",animal,animal,1.0,4.84,512.0,136.0,animal,0.932361541,0.932361541,17.0,1.3056,3.0,6.8611,1.7222,6.5556,6.6944,3.5278,3.0278,4.4722,2.1111,5.565217391,6509.652174
1385,scrabble,scrabble,,,,1.0,4.47,,96.0,game,0.873147431,0.873147431,17.83333333,6.4865,3.1081,1.4054,1.8919,1.7568,2.5405,6.0,6.2973,6.4865,5.7297,3.93877551,10585.30612
1386,scrambled_egg,scrambled egg,food,food,food,1.0,4.84,,0.0,breakfast food|food,0.560991531,0.560991531,17.41666667,5.3243,3.027,1.8649,1.3784,4.7297,1.8919,4.9459,5.0811,5.9459,5.4054,4.076923077,5039.897436
1387,scraper,scraper,tool,tool,tool,0.96,4.23,302.0,5.0,hardware|tool,0.472611727,0.497121531,18.16666667,6.7895,2.5,1.3421,1.7895,1.6842,1.7895,6.5,6.6579,6.6842,4.1842,4.916666667,6434.75
1388,screen1,screen,electronic device,,electronic device,1.0,4.6,30758.0,1193.0,electronic device,0.763844354,0.763844354,17.42857143,6.3684,4.1053,1.3421,5.1053,1.5,2.2632,4.2895,3.5526,4.0263,5.1316,4.095238095,4887.833333
1389,screen2,screen,,,,1.0,4.6,30758.0,1193.0,,0.32231805,0.401265418,18.5,6.7436,2.5897,1.2564,2.0769,1.4615,2.1795,5.3077,5.4359,5.4359,4.3846,3.952380952,7598.357143000001
1390,screw,screw,tool,,,1.0,4.81,2780.0,1912.0,fastener|hardware,0.849175021,0.864212615,18.35714286,6.5676,2.5135,1.1351,1.4324,1.7838,2.3784,6.5405,6.5135,6.2973,4.1892,4.659090909,4390.2727270000005
1391,screwdriver,screwdriver,tool,tool,tool,1.0,4.9,833.0,128.0,construction equipment|hardware|tool,0.792335741,0.792335741,17.33333333,6.5641,3.2051,1.2821,2.2821,1.8718,2.7179,6.4615,6.5385,6.5128,4.3077,4.255319149,3793.297872
1392,scuba,scuba,,,sports equipment,0.96,4.23,865.0,78.0,sports equipment,0.609754637,0.609754637,17.23076923,6.6757,3.7838,1.2703,5.3514,1.5405,2.3243,5.0,4.7838,4.8919,4.8649,4.025641026000001,4857.820513000001
1393,sea_urchin,sea urchin,,animal,animal,1.0,4.96,,0.0,animal|sea animal|seafood,0.542932745,0.54822375,17.7037037,1.075,4.75,6.65,1.95,6.75,5.825,2.275,2.225,3.475,3.85,4.4375,6095.145833
1394,seafood,seafood,food,,food,1.0,4.83,2965.0,103.0,food|seafood,0.660605038,0.688945119,18.69230769,2.1351,4.0541,5.5135,2.8108,6.5135,5.0811,5.8919,5.8378,5.8108,5.7568,4.590909091,5220.681818
1395,seagull,seagull,bird,"animal, bird","animal, bird",1.0,5.0,460.0,62.0,animal|bird,0.668879716,0.668879716,18.08333333,1.25,4.5,6.975,2.725,6.725,6.875,3.2,3.225,4.375,4.375,4.391304348,5955.108696
1396,seahorse,seahorse,,animal,animal,1.0,4.89,220.0,7.0,animal|sea animal,0.740453216,0.740453216,17.66666667,1.175,5.425,6.825,1.75,6.6,6.85,3.55,3.975,4.3,5.725,4.448979592,6009.020407999999
1397,seal,seal,animal,animal,animal,1.0,4.63,6543.0,752.0,animal|mammal|sea animal,0.809916949,0.809916949,17.64285714,1.1176,6.1471,6.7941,6.0882,6.6176,6.7647,2.5588,2.2059,2.6471,5.3824,4.244897958999999,5133.061224
1398,seaplane,seaplane,,vehicle,vehicle,0.97,4.75,125.0,11.0,vehicle|watercraft,0.345006073,0.376334393,17.78571429,6.8108,4.3243,1.4054,6.8649,1.4324,6.4595,2.4054,1.4324,3.7297,4.8108,4.588235294,4586.921569
1399,seatbelt,seatbelt,,clothing,part of car,0.97,4.79,,47.0,part of car|safety equipment,0.766515837,0.76696568,18.53846154,6.8,4.2,1.2571,1.7714,1.5429,3.2,6.3429,6.3714,6.0286,4.0286,3.666666667,5725.098039
1400,seaweed,seaweed,plant,,"plant, food",1.0,4.89,886.0,88.0,food|plant|seafood,0.660898979,0.670158239,18.66666667,1.2368,4.0263,6.3684,2.4474,6.8421,4.6053,5.5526,5.4211,5.0526,3.7368,4.090909091,8323.568181999999
1401,seed,seed,"food, plant",fruit,,1.0,4.71,19079.0,386.0,,0.751309647,0.751309647,18.14285714,1.5833,4.75,5.3611,1.2778,6.6389,2.5,6.5556,6.6111,6.6389,5.3056,3.657894737,6742.4736840000005
1402,seesaw,seesaw,,toy,,1.0,4.92,246.0,22.0,,0.598729856,0.586107803,18.46153846,6.8158,3.4737,1.1842,5.8158,1.7895,6.1842,4.7895,3.3158,4.3158,5.6053,3.978723404,4882.978722999999
1403,seismograph,seismograph,,,,0.96,4.54,86.0,3.0,scientific equipment,0.316355636,0.320985265,18.25,6.8718,4.3333,1.2051,5.9231,1.8462,4.6154,3.4359,2.7692,2.6923,4.1282,4.538461538,6782.942308
1404,sequin,sequin,,decoration,,0.86,4.24,512.0,7.0,arts and crafts supply,0.565168956,0.589055595,17.76923077,6.8205,3.2308,1.1795,1.2821,1.4872,1.7179,5.9231,6.4615,6.5128,4.8718,3.772727273,6428.9545450000005
1405,sewage,sewage,,,,1.0,4.52,2913.0,60.0,,0.159873052,0.214467069,17.92307692,6.0513,1.3333,2.1026,5.0,4.4359,4.1538,3.0256,2.4103,3.0769,1.4359,4.204081633,6881.265306
1406,sewing_kit,sewing kit,,,,1.0,4.97,,0.0,arts and crafts supply,0.747232542,0.747232542,17.86666667,6.8529,3.0882,1.1471,1.4118,1.4706,1.7059,6.2941,6.4412,6.5588,4.5882,4.555555556,4659.955556
1407,sewing_machine,sewing machine,,,electronic device,1.0,5.0,,0.0,arts and crafts supply|electronic device|home appliance,0.980746187,0.980746187,17.58333333,6.641,3.8974,1.2564,4.8205,1.9487,4.2821,4.9231,4.3333,4.7179,5.1538,4.739130435,5660.521739
1408,shaker,shaker,,container,container,1.0,4.11,724.0,81.0,container,0.644483861,0.644483861,17.5,6.7949,3.7692,1.5385,2.9744,1.6154,3.2564,6.0256,6.3077,6.359,4.7949,4.265306122,7196.265306
1409,shark,shark,animal,animal,animal,1.0,4.93,6164.0,764.0,animal|sea animal|seafood,0.967177857,0.967177857,18.17647059,1.25,4.375,6.9,6.675,6.8,6.875,1.7,1.375,1.8,2.475,4.795454545,5302.136364
1410,shaving_cream,shaving cream,,,,1.0,4.77,,0.0,personal hygiene item,0.777546552,0.777546552,17.25,6.825,2.8,1.35,1.3,1.825,2.65,5.325,5.825,6.375,4.825,3.895833333,6017.25
1411,shawl,shawl,clothing,clothing,"clothing, clothing accessory",0.93,5.0,1191.0,70.0,clothing|clothing accessory|outerwear,0.530203431,0.54473963,17.07692308,6.8684,4.4211,1.3158,2.0789,2.8684,2.1842,6.3158,6.3684,6.5,5.5,3.955555556,10635.95556
1412,shears,shears,,tool,tool,1.0,4.61,,48.0,garden tool|hardware|tool,0.336711673,0.357764305,17.4,6.75,2.9444,1.25,3.5278,1.7222,3.5,5.6111,5.8333,5.6944,3.8056,4.58490566,8366.773584999999
1413,sheath,sheath,,,,1.0,4.48,999.0,25.0,,0.430952227,0.491954406,17.75,6.7105,3.7105,1.1842,2.1842,2.4211,2.0263,6.2895,6.4737,6.5,4.5263,5.020833333,9963.354167
1414,sheep,sheep,animal,animal,animal,1.0,4.9,6320.0,685.0,animal|farm animal|mammal,0.905302369,0.905302369,18.25,1.4054,5.3514,6.9189,5.973,6.6486,6.8649,3.7568,2.7027,3.973,5.4054,4.326530612,6599.306122
1415,sheet,sheet,,,,1.0,4.93,20787.0,592.0,,0.581463841,0.586271533,17.61538462,6.5789,3.8947,1.2632,1.8947,2.7105,2.5789,6.2368,6.3158,6.4211,5.5,2.913043478,5347.5434780000005
1416,shelf,shelf,,,furniture,1.0,4.96,10741.0,355.0,furniture,0.830496789,0.830496789,18.08333333,6.8286,2.7429,1.2857,6.0286,1.7714,1.8857,4.0857,3.0571,2.9714,4.1714,3.489361702,5179.574468
1417,shell1,shell,,,,1.0,4.8,12957.0,674.0,,0.266438154,0.423202614,17.92857143,6.7838,2.8649,1.4054,2.0811,1.4054,3.4054,6.3514,6.5946,6.5135,3.0,5.295454545,6837.0909090000005
1418,shell2,shell,,,,1.0,4.8,12957.0,674.0,,0.807123507,0.848241928,17.75,1.3243,5.5405,3.2703,1.8378,6.8919,3.0541,6.6216,6.7027,6.7027,5.8649,3.846153846,4727.051282
1419,shell3,shell,,,,1.0,4.8,12957.0,674.0,,0.722212906,0.722212906,18.25,1.3056,3.9167,2.8056,1.8611,6.5278,2.6111,6.25,6.3889,6.5278,5.0,4.096153846,6881.538462
1420,shield,shield,,,,1.0,4.66,3370.0,418.0,safety equipment,0.771550711,0.771550711,18.0,6.6757,4.4054,1.0541,5.3514,1.9189,2.0,5.4324,5.1892,5.3784,4.3784,4.3863636360000005,8450.704545
1421,ship,ship,,vehicle,vehicle,1.0,4.87,32588.0,5043.0,vehicle|watercraft,0.651015784,0.729700193,17.61538462,6.7297,5.1622,1.4595,7.0,2.4865,6.5405,2.4054,1.5405,3.4324,5.6216,4.022222222,7425.911111
1422,shirt,shirt,clothing,clothing,clothing,1.0,4.94,21486.0,2365.0,clothing,0.953947368,0.953947368,17.58333333,6.8158,3.8421,1.1579,1.4211,2.5,2.6316,6.6053,6.7368,6.7632,5.4211,3.558139535,8459.837209000001
1423,shoe,shoe,,,clothing,1.0,4.97,26945.0,1550.0,clothing|footwear,0.750282364,0.774039674,17.5,6.7714,4.2857,1.4286,2.3143,2.2571,3.6571,6.1714,6.4,6.5714,5.2286,3.956521739,4941.978261
1424,shoe_polish,shoe polish,,,,1.0,4.86,,0.0,,0.583043802,0.592303062,17.66666667,6.6389,3.0556,1.4722,1.4444,2.1389,1.8889,5.7778,6.1667,6.3056,4.0833,3.911111111,5652.555556
1425,shoehorn,shoehorn,tool,,,1.0,4.57,,13.0,,0.56644701,0.411277376,17.41666667,6.6176,2.6765,1.1471,1.7941,1.8824,1.9412,6.3529,6.5,6.5588,4.3824,4.16,5010.46
1426,shoelace,shoelace,,,,1.0,5.0,328.0,38.0,,0.486487098,0.486487098,18.23076923,6.6842,2.6842,1.3158,1.2895,1.8421,2.6579,6.6053,6.6579,6.7105,4.6842,4.0,4679.404255
1427,shopping_basket,shopping basket,container,container,container,1.0,5.0,,0.0,container,0.39494324,0.550874326,18.33333333,6.6579,2.3421,1.0789,2.0,1.4211,2.1842,6.3684,6.3421,6.3684,4.4737,4.266666667,4156.666667
1428,shopping_cart,shopping cart,,"container, vehicle",container,1.0,4.86,,0.0,container,0.757930212,0.757930212,18.25,6.7949,2.8205,1.3333,4.7949,1.4872,5.7949,5.7436,4.1282,6.4103,4.6667,4.2558139530000005,4621.697674
1429,shortbread,shortbread,"food, dessert",,"food, dessert",1.0,4.56,155.0,10.0,dessert|food,0.124353777,0.431058959,17.42857143,6.8333,3.9722,1.4444,1.3333,2.8889,1.2778,6.6111,6.6667,6.6667,6.4167,3.954545455,4689.863636
1430,shorts,shorts,clothing,clothing,clothing,1.0,4.82,5148.0,480.0,clothing,0.929025996,0.929025996,18.07142857,6.5263,2.7368,1.1579,1.4474,2.3158,2.3684,6.4211,6.5,6.3421,5.3158,3.95,4669.05
1431,shoulder,shoulder,body part,body part,body part,1.0,4.93,42843.0,1336.0,body part,0.81461415,0.81461415,18.25,2.0513,5.7436,5.5641,3.5641,6.4872,6.7436,5.8718,5.2051,6.1795,5.4359,3.956521739,6868.565217
1432,shovel,shovel,tool,tool,tool,1.0,4.97,2654.0,349.0,construction equipment|garden tool|hardware|tool,0.922453704,0.922453704,17.91666667,6.8205,3.1026,1.2821,4.0,1.6667,2.9487,5.8974,6.0513,5.9231,4.1538,4.261904762,4987.142857
1433,shower,shower,,,,1.0,4.89,9624.0,2097.0,,0.946779657,0.946779657,17.92307692,6.6286,3.7143,1.2,5.0857,1.6,1.7429,2.2286,1.9429,1.4571,6.4,3.704545455,6037.636364
1434,shower_cap,shower cap,,clothing,,1.0,4.89,,0.0,personal hygiene item,0.536178119,0.536178119,18.5,6.7632,1.8421,1.0789,1.1579,1.6053,1.9474,6.6053,6.8684,6.7632,3.8947,3.955555556,4733.088889
1435,shower_curtain,shower curtain,,,,1.0,4.58,,0.0,,0.709460377,0.766400974,18.0,6.6316,2.8158,1.1316,1.5789,1.7632,3.6053,6.2368,6.0789,6.4474,4.8421,3.44,8241.96
1436,showerhead,showerhead,,,,1.0,4.93,131.0,9.0,,0.840338784,0.60125129,17.6875,6.6667,3.0513,1.2821,2.4359,1.5641,2.7179,5.9487,5.6154,5.2308,5.1026,3.66,7349.04
1437,shredder,shredder,,,electronic device,1.0,4.59,299.0,17.0,electronic device,0.902302632,0.902302632,18.14285714,6.7838,3.1081,1.1892,4.2973,1.4865,3.0,4.2973,4.2162,5.1351,4.2162,4.177777778,8860.4
1438,shrimp,shrimp,,,"animal, food",1.0,4.8,6631.0,444.0,animal|food|sea animal|seafood,0.93974965,0.93974965,16.58333333,1.1081,3.9459,6.7027,1.7027,6.6757,6.5946,5.5676,5.7838,6.0541,5.1351,4.924528302,5417.622642
1439,shuffleboard,shuffleboard,,,,0.96,4.74,89.0,20.0,game,0.444039173,0.454455839,18.3125,6.8462,2.9231,1.2821,6.2308,2.1795,2.4359,3.9487,2.3333,2.641,5.0256,3.70212766,5322.765957
1440,shutter,shutter,,,,1.0,4.38,1837.0,74.0,,0.420357757,0.491760119,18.06666667,6.6,2.8286,1.2857,4.2286,2.6286,4.6286,5.2,4.3429,5.1143,4.6571,4.425531915,4355.765957
1441,sickle,sickle,,tool,tool,1.0,4.88,637.0,28.0,garden tool|tool,0.275202658,0.397626394,17.84615385,6.7568,3.0811,1.4865,3.1892,1.5946,2.4054,5.8919,5.9459,6.0541,3.4054,5.270833333,8329.020833
1442,sidecar,sidecar,,,,1.0,4.82,91.0,30.0,,0.773836859,0.773836859,17.85,6.9429,3.6857,1.1714,6.3429,1.3429,5.6286,3.9143,2.4,3.9429,4.8857,4.326086957,4493.108696
1443,sifter,sifter,kitchen tool,,kitchen tool,0.97,4.64,89.0,5.0,kitchen tool,0.716906472,0.716906472,17.69230769,6.7353,2.5588,1.1765,1.5882,1.7059,3.8824,6.5294,6.6765,6.6176,4.5588,4.212765957,5319.085106
1444,silicone,silicone,,,,0.96,4.33,1125.0,40.0,,0.200559657,0.292852465,17.76923077,6.5263,3.2895,1.2895,2.2368,2.2105,2.5526,5.7105,5.9211,5.9211,4.4737,3.936170213,24138.65957
1445,silverware,silverware,,,,1.0,4.66,601.0,109.0,,0.701724617,0.701724617,18.15384615,6.7436,4.7692,1.2564,2.7692,2.1795,2.0769,6.3846,6.7179,6.6923,5.1795,4.488888889,7208.933333
1446,sim_card,sim card,,,,0.97,4.64,,0.0,,0.448057739,0.443784234,18.0,6.6842,4.5263,1.5526,1.1579,1.5263,1.6579,5.8158,6.2105,6.4474,4.6053,4.0,5421.16
