concept_index,unique_id,concept,category_bottom_up,category_wordnet,category_manual,Percent_known,Concreteness (M),COCA word freq,SUBTLEX freq,categories_53,image-label_nameability_mean,image-label_consistency_mean,image-label_ratings-per-image_mean,property_manmade_mean,property_precious_mean,property_lives_mean,property_heavy_mean,property_natural_mean,property_moves_mean,property_grasp_mean,property_hold_mean,property_be-moved_mean,property_pleasant_mean,property_arousal_mean,property_arousal_work-time_mean
0,aardvark,aardvark,animal,animal,animal,1.0,4.68,28.0,21.0,animal|mammal,0.365694874,0.463137009,18.42857143,1.2632,4.6053,6.8421,4.7895,6.7105,6.9211,3.1579,3.1842,3.3158,4.3947,4.847826087,7732.586956999999
1,abacus,abacus,,,home decor,0.93,4.52,97.0,12.0,home decor,0.771798368,0.771798368,17.85714286,6.8718,4.1026,1.5128,3.359,2.2051,4.2308,5.5128,5.4359,5.6667,4.7436,4.081632653,7840.265306
2,accordion,accordion,musical instrument,musical instrument,musical instrument,0.97,4.86,735.0,67.0,musical instrument,0.903857991,0.903857991,17.92857143,6.75,4.5,1.5,5.0556,2.0,4.6944,4.8889,4.9167,5.0833,5.0556,4.423076923,4826.442308
3,acorn,acorn,,fruit,,1.0,4.96,692.0,37.0,,0.926932835,0.926932835,18.1875,1.2,4.2,5.0,1.4857,6.8286,2.7143,6.5714,6.7429,6.7429,5.1143,3.857142857,5820.285714
4,air_conditioner,air conditioner,,,electronic device,1.0,4.93,,0.0,electronic device|home appliance,0.773673626,0.769400122,18.61538462,6.8158,4.1579,1.2895,6.1842,1.3684,2.1842,3.3947,2.6316,2.6842,5.7368,4.47826087,4494.195652
5,air_mattress,air mattress,,,furniture,1.0,4.71,,0.0,furniture,0.630343534,0.621545143,17.61538462,6.5556,3.1111,1.1389,2.7778,1.3611,2.6111,4.8056,4.5556,5.6389,4.7222,4.163265306,7615.102040999999
6,air_pump,air pump,,,tool,0.96,4.81,,0.0,tool,0.355353457,0.38931657,18.0,6.3947,3.0,1.3684,2.7632,1.6053,4.0,6.2105,6.1316,6.2105,4.3684,4.347826087,7159.782609000001
7,airbag,airbag,part of car,container,part of car,0.96,4.81,439.0,20.0,part of car,0.872060436,0.872060436,18.0625,6.8649,4.4324,1.3243,2.8108,1.4324,4.1622,3.5676,3.4054,3.5946,3.8108,4.625,5461.895833
8,airboat,airboat,,,vehicle,0.93,4.82,118.0,4.0,vehicle|watercraft,0.384992128,0.42232906,17.61538462,6.4054,3.5135,1.2432,6.8108,1.4865,6.6486,3.0,1.7027,4.7838,5.027,4.152173913,7119.326087
9,aircraft_carrier,aircraft carrier,,vehicle,vehicle,1.0,4.93,,0.0,vehicle|watercraft,0.5241042,0.536891924,17.26086957,6.7222,4.5833,1.2778,6.8333,1.3056,6.6667,2.0833,1.1944,2.7778,4.1667,3.914893617,6383.085106
10,airplane,airplane,vehicle,vehicle,vehicle,1.0,4.96,8254.0,557.0,vehicle,0.845194686,0.845194686,17.83333333,6.8947,5.1579,1.2368,6.5789,1.8158,6.5789,1.8684,1.3158,3.3684,4.9211,5.090909091,5832.659091
11,album,album,,,home decor,0.96,4.69,15869.0,522.0,home decor,0.710623065,0.724511954,18.0625,6.4474,6.2105,1.7368,2.8947,2.0263,2.0263,6.1579,6.3684,6.2632,6.3158,3.645833333,5506.958333
12,alligator,alligator,animal,animal,animal,1.0,4.96,1620.0,178.0,animal,0.726855962,0.726855962,17.42857143,1.0,4.425,7.0,6.0,6.775,7.0,2.05,1.475,1.95,3.075,4.87037037,4558.166667
13,almond,almond,,fruit,food,0.97,4.71,2596.0,56.0,food,0.847856302,0.847856302,18.07692308,1.7714,4.3714,4.5429,1.3714,6.8,2.1429,6.3143,6.6,6.6571,5.6,3.295454545,5688.681818
14,aloe,aloe,plant,plant,plant,0.97,4.83,377.0,15.0,plant,0.566347241,0.572299622,17.16666667,1.5263,4.9737,6.3158,2.7895,6.7632,2.5526,5.2632,5.4474,5.5263,5.8158,4.295454545,16649.25
15,alpaca,alpaca,animal,animal,animal,0.87,4.81,132.0,10.0,animal|mammal,0.305376104,0.640020067,18.13333333,1.0833,5.25,6.8611,6.1389,6.6667,6.7222,3.1944,2.4444,3.0278,5.1111,3.92,5869.46
16,altar,altar,,,,1.0,4.85,4021.0,259.0,,0.673955108,0.673955108,18.0,6.6154,5.1795,1.2308,6.2308,2.3846,1.5897,4.359,2.9487,2.6923,4.9744,3.644444444,4462.044444
17,aluminum_foil,aluminum foil,,,,1.0,4.73,,0.0,,0.41541337,0.41541337,18.46666667,6.5676,3.3514,1.2703,1.5946,2.4865,1.8919,6.2162,6.3514,6.5405,4.3514,3.6875,5700.5625
18,amber,amber,,,,0.96,4.35,563.0,473.0,,0.514164087,0.53126935,18.75,1.4167,5.5278,2.0,3.1389,6.75,1.9722,5.5,5.8611,5.1389,5.5,3.903846154,8147.865384999999
19,ambulance,ambulance,,"container, vehicle",vehicle,1.0,4.81,4194.0,1143.0,vehicle,0.971993332,0.971993332,17.61538462,6.5833,4.9167,1.3333,6.9167,1.5,6.6111,3.1389,1.3889,5.1389,3.5556,4.630434783,6136.891304
20,amplifier,amplifier,,,electronic device,1.0,4.79,678.0,16.0,electronic device,0.663476092,0.670420537,18.0625,6.9444,3.9722,1.1944,5.5556,1.3611,1.8333,4.3333,3.9722,4.4444,5.2222,4.279069767,5644.651163
21,anchor,anchor,,,,1.0,4.77,4942.0,378.0,,0.963252801,0.963252801,18.07142857,6.8108,3.7027,1.1081,6.7838,1.6216,2.9189,3.5946,1.8919,2.0,3.9189,4.577777778,5285.088889
22,ankle,ankle,body part,body part,body part,1.0,4.81,7397.0,409.0,body part,0.543646442,0.691737258,17.66666667,1.7297,5.1622,5.6486,3.1081,6.5405,6.6757,5.8108,5.4595,6.0,4.7027,3.723404255,6196.106382999999
23,anklet,anklet,,decoration,,1.0,4.75,108.0,21.0,jewelry,0.48307426,0.534609348,18.25,6.6667,4.8889,1.6944,1.3611,2.6389,2.8056,6.4167,6.5833,6.4167,5.5833,4.023809524,5971.761904999999
24,ant,ant,insect,"animal, insect","animal, insect",1.0,4.86,3981.0,273.0,animal|insect,0.920995299,0.920995299,18.33333333,1.0556,2.8611,6.9444,1.0833,6.8889,6.8889,4.9444,5.1667,5.7222,3.1111,4.36,4666.64
25,anteater,anteater,animal,animal,animal,0.97,4.86,94.0,11.0,animal|mammal,0.803669304,0.803669304,18.16666667,1.4865,5.1081,6.6486,5.3784,6.4054,6.4865,3.4865,2.5946,3.2162,4.4595,4.796296296,7911.962963
26,antelope,antelope,animal,animal,animal,1.0,5.0,1175.0,50.0,animal|mammal,0.324474688,0.36078073,17.91666667,1.0556,5.1944,6.8611,6.0,6.5556,6.8056,2.3056,1.8611,2.6111,5.1111,4.06122449,6806.857143000001
27,antenna,antenna,,,,1.0,4.75,2691.0,122.0,,0.769937865,0.769937865,17.75,6.7368,3.2105,1.2105,5.1053,1.4211,3.0263,4.2895,3.6316,3.4737,3.9737,4.46,5734.72
28,anvil,anvil,tool,,tool,0.96,4.96,477.0,32.0,tool,0.791938888,0.791938888,17.38461538,6.7222,2.8333,1.25,6.8889,2.2222,1.7778,2.8611,1.6111,1.8889,3.5556,4.479166667,6674.229167
29,appetizer,appetizer,food,food,food,1.0,4.71,1797.0,61.0,food,0.254029216,0.362475535,18.0,6.4324,3.7297,1.2973,1.4865,3.7027,1.5405,6.4595,6.6486,6.7027,6.2703,3.87755102,6667.8163270000005
30,apple,apple,fruit,fruit,"food, fruit",1.0,5.0,12172.0,1207.0,food|fruit,0.985810114,0.985810114,18.41666667,1.4474,4.0,4.9737,1.6316,6.7895,1.6316,6.6579,6.7368,6.8158,6.0,3.387755102,7017.142856999999
31,apple_tree,apple tree,plant,plant,plant,1.0,4.84,,0.0,plant,0.492292312,0.522010449,17.66666667,2.0,5.6053,6.6053,6.2632,6.8947,2.9737,4.3684,2.6053,1.7895,6.2632,4.068181818,4998.9545450000005
32,applesauce,applesauce,food,food,food,1.0,4.96,308.0,30.0,condiment|food,0.80373022,0.80373022,18.5625,6.1389,3.5278,1.8056,2.1389,4.9167,2.3056,4.6111,4.9444,5.6667,5.6944,3.979166667,13402.47917
33,apron,apron,,clothing,clothing,1.0,4.87,2289.0,136.0,clothing|outerwear|protective clothing,0.928171059,0.928171059,17.23076923,6.5714,2.4286,1.1714,1.3429,1.9429,1.7714,6.3429,6.6,6.6286,4.4857,3.977777778,3989.288889
34,aquarium,aquarium,,container,"home decor, container",0.93,4.77,1428.0,141.0,container|home decor,0.532637456,0.558514649,18.08333333,6.6923,4.5385,2.6923,6.3846,2.9231,2.7949,3.641,2.7436,2.6667,5.9487,4.133333333,5378.622222
35,arch,arch,,,,1.0,4.59,3454.0,188.0,,0.78015745,0.78015745,18.0,6.7632,4.1053,1.2895,6.8421,1.8947,1.2895,2.3158,1.5,1.1053,5.2895,3.921568627,7914.764706
36,arm,arm,body part,body part,body part,1.0,4.96,84865.0,3336.0,body part,0.787850282,0.792123786,17.69230769,2.4474,6.0789,6.5,3.8158,6.4737,6.6053,5.9474,5.8947,6.3158,5.1316,3.765957447,5175.340426
37,armor,armor,,,clothing,1.0,4.76,3867.0,372.0,clothing|protective clothing|safety equipment,0.832797066,0.832797066,17.92857143,6.6579,4.5,1.2895,6.4737,1.8421,3.4737,4.6842,4.0789,4.1316,3.7632,4.825,13830.2
38,arrow,arrow,weapon,weapon,weapon,1.0,4.97,5208.0,400.0,weapon,0.865561289,0.865561289,17.46666667,6.7179,3.3846,1.1795,1.5897,2.2821,4.4359,6.2051,6.359,6.0256,4.2051,5.0,5605.44
39,artichoke,artichoke,vegetable,vegetable,"plant, food, vegetable",1.0,4.63,1147.0,28.0,food|plant|vegetable,0.737621832,0.737621832,17.83333333,1.4211,3.7368,5.0263,2.2895,6.6316,2.1579,5.9211,6.3421,6.2895,5.2105,3.895833333,5917.8125
40,arugula,arugula,vegetable,plant,"plant, food, vegetable",0.86,4.08,479.0,6.0,food|plant|vegetable,0.260924275,0.325278222,17.30769231,1.8205,3.8462,6.0256,1.359,6.7436,2.8974,6.6667,6.641,6.6923,5.3077,3.357142857,4749.904762
41,ashtray,ashtray,,container,container,1.0,4.97,1149.0,166.0,container,0.83771807,0.841477468,18.14285714,6.8947,2.1579,1.3158,2.2632,1.3947,1.9474,5.8947,6.1842,6.4737,2.2368,4.733333333,10486.24444
42,asparagus,asparagus,vegetable,vegetable,"plant, food, vegetable",1.0,4.96,1800.0,50.0,food|plant|vegetable,0.930119826,0.930119826,18.0,1.6316,3.7895,4.9211,2.3421,6.6842,2.1316,5.8684,6.1316,6.0263,5.0789,3.953488372,5109.162791
43,avocado,avocado,"food, fruit",fruit,"food, fruit",1.0,4.89,1500.0,62.0,food|fruit,0.965451389,0.965451389,18.125,1.6216,4.3243,5.1892,1.973,6.6486,2.1081,6.2432,6.5676,6.5676,5.8108,4.065217391,4256.434783
44,awning,awning,,,,1.0,4.61,667.0,24.0,,0.767352015,0.78759493,18.84615385,6.7143,3.3714,1.5143,4.5714,1.7714,3.2,4.0,3.1143,3.5143,5.2571,3.860465116,14071.883719999998
45,axe,axe,tool,tool,"weapon, tool",1.0,5.0,1260.0,249.0,garden tool|hardware|tool|weapon,0.732463819,0.764209851,18.14285714,6.641,3.359,1.4615,5.359,2.6923,3.4615,5.641,5.4103,5.1795,3.9744,4.6363636360000005,5063.477273
46,baby,baby,,,,1.0,5.0,67881.0,25978.0,,0.911577596,0.911577596,17.94285714,3.9444,6.7222,6.8333,3.1389,6.6944,6.5833,5.9167,5.9722,6.2778,6.3333,3.027027027,6934.837838
47,backdrop,backdrop,,,,1.0,4.48,2897.0,24.0,,0.511485822,0.521569856,18.64285714,6.4324,3.1351,1.1622,4.4054,1.8919,2.6486,5.2432,4.3514,4.4595,4.6486,4.204081633,8228.979592
48,backgammon,backgammon,,,,0.97,4.47,121.0,37.0,game,0.632568601,0.628295097,16.61538462,6.6316,3.2632,1.3421,2.0789,1.7895,2.8158,5.5263,5.7368,5.9211,5.2105,4.085106383,5668.12766
49,backpack,backpack,,container,container,1.0,4.96,3296.0,186.0,container|school supply,0.945947448,0.945947448,18.30769231,6.6923,3.4103,1.359,4.3846,2.0513,2.7949,5.8974,6.0769,6.0769,4.5641,3.4347826089999995,6736.021739
50,backscratcher,backscratcher,tool,,tool,0.96,4.58,,5.0,tool,0.738642799,0.738642799,17.9,6.6053,2.7632,1.1053,1.2368,2.5789,1.7632,6.5526,6.6842,6.6842,5.9474,3.68627451,5918.156863
51,bacon,bacon,food,,food,1.0,4.9,3281.0,605.0,breakfast food|food,0.956578947,0.956578947,19.05555556,4.8611,4.0556,1.9167,1.5,4.3611,1.75,6.6111,6.5278,6.5556,6.1389,4.979166667,6074.604167
52,badge,badge,,,,1.0,4.93,2880.0,778.0,,0.458633669,0.605648501,17.53846154,6.7568,5.2432,1.2703,2.3243,1.8649,1.8649,6.6757,6.7297,6.6216,5.5135,4.022727273,5881.5909090000005
53,badger,badger,animal,animal,animal,1.0,4.37,252.0,89.0,animal|mammal,0.590446224,0.598175693,18.2173913,1.2895,4.8947,6.8421,4.2105,6.8684,6.7368,3.0526,2.7368,3.3158,3.7632,4.854545455,6582.490909
54,bag,bag,,container,container,1.0,4.9,40007.0,4796.0,container,0.84230978,0.84230978,17.5625,6.5135,3.5135,1.1622,2.027,1.973,2.1081,6.5676,6.5946,6.6216,5.1892,4.02173913,4395.6739130000005
55,bagel,bagel,food,food,food,1.0,5.0,1154.0,156.0,breakfast food|food,0.868345266,0.891493414,18.29166667,6.2973,3.5946,1.4595,1.4324,3.1892,1.6757,6.6757,6.7297,6.7838,5.7297,4.102040816000001,5666.061224
56,bagpipe,bagpipe,musical instrument,musical instrument,musical instrument,1.0,4.97,304.0,15.0,musical instrument,0.861801563,0.861801563,17.93333333,6.7838,4.3784,1.4595,3.6757,2.1892,2.7568,5.2432,5.4865,5.3784,4.8649,4.285714286,8104.190476000001
57,baklava,baklava,"food, dessert",,"food, dessert",0.89,4.32,86.0,15.0,dessert|food,0.46355376,0.467230231,17.875,6.4872,3.6667,1.3333,2.0769,3.3077,1.3846,6.1795,6.3077,6.4103,6.0256,4.1111111110000005,6402.685185
58,balance_beam,balance beam,,sports equipment,sports equipment,1.0,4.66,,0.0,sports equipment,0.393672766,0.4384321,18.0,6.6154,2.7692,1.1795,6.1538,2.2308,1.6154,4.4615,2.9231,2.359,4.5128,4.222222222,5726.044444
59,ball,ball,toy,toy,"toy, sports equipment",1.0,5.0,43512.0,5353.0,sports equipment|toy,0.967851307,0.967851307,17.4375,6.7105,2.9737,1.0526,1.7632,1.4211,5.1842,6.0526,6.5,6.7105,5.5789,3.5,6206.666667
60,balloon,balloon,,toy,toy,1.0,4.92,5187.0,442.0,toy,0.991812865,0.991812865,17.9,6.6667,3.2222,1.3056,1.1667,1.4167,4.6667,5.7778,6.3056,6.6111,5.9167,3.772727273,4367.636364
61,ballot_box,ballot box,,container,container,1.0,4.57,,0.0,container,0.441200658,0.503700658,17.8125,6.6667,3.9167,1.25,3.3056,1.7222,2.0556,5.0833,5.3611,5.4722,4.1389,3.80952381,4606.619048
62,bamboo,bamboo,plant,plant,plant,1.0,4.86,2127.0,80.0,plant,0.920929008,0.920929008,17.375,1.35,4.6,6.25,4.025,6.9,3.15,5.8,5.775,4.75,5.3,3.466666667,5260.333333
63,banana,banana,fruit,fruit,"food, fruit",1.0,5.0,5458.0,547.0,food|fruit,0.995726496,0.995726496,17.53846154,1.4737,4.1842,4.3947,1.3421,6.7368,1.6579,6.7368,6.8158,6.7105,5.6842,3.545454545,7466.068181999999
64,banana_peel,banana peel,,,,1.0,4.86,,0.0,,0.887984884,0.887984884,17.94117647,1.4,2.3,3.15,1.3,6.625,2.125,6.35,6.425,6.525,3.675,4.12,6264.32
65,banana_split,banana split,dessert,"food, dessert","food, dessert",1.0,4.88,,0.0,dessert|food,0.735626689,0.735626689,17.53333333,6.4359,4.4872,1.6154,2.4359,3.6923,1.6923,5.3333,5.5897,5.7949,6.3077,3.456521739,7900.173913
66,bandage,bandage,medical equipment,,medical equipment,1.0,4.85,1705.0,146.0,medical equipment,0.324752752,0.648162481,17.58333333,6.8919,3.6757,1.1622,1.2973,2.1351,2.0811,6.4595,6.7838,6.4054,3.7027,4.279069767,6303.023256
67,bandanna,bandanna,clothing accessory,,"clothing, clothing accessory",0.93,5.0,490.0,21.0,clothing|clothing accessory|headwear,0.507648205,0.57246302,18.41666667,6.7143,3.0,1.0857,1.0857,2.3714,2.0286,6.6286,6.7714,6.8,4.5714,3.770833333,5396.708333
68,banjo,banjo,musical instrument,musical instrument,musical instrument,1.0,4.9,600.0,83.0,musical instrument,0.952445605,0.952445605,18.0,6.8649,4.4595,1.1351,2.7568,1.7027,2.4865,5.7297,5.8919,5.973,5.4054,3.777777778,4759.977778
69,bank,bank,,container,container,1.0,4.78,58992.0,4334.0,container,0.719833331,0.724106836,17.84615385,6.6923,4.2051,1.4103,3.6923,1.6154,1.8718,5.4103,5.1795,5.1282,5.0769,3.923076923,6307.7115380000005
70,banner,banner,,decoration,,1.0,4.8,4292.0,302.0,,0.595192166,0.595192166,17.84615385,6.725,3.2,1.425,3.55,1.725,3.825,5.25,5.2,5.225,4.25,4.2826086960000005,5280.26087
71,barbed_wire,barbed wire,,,,1.0,4.72,,0.0,,0.820755609,0.817659634,18.0,6.8611,2.5,1.3611,3.3889,1.4167,1.6667,2.2222,2.0833,2.4167,1.9722,4.8108108110000005,5976.702703
72,barbell,barbell,,sports equipment,sports equipment,1.0,4.79,376.0,18.0,sports equipment,0.337090787,0.483533282,17.66666667,6.8333,3.3056,1.2778,6.3889,1.6111,3.1389,5.0833,4.1667,3.8889,4.3333,4.369565217,5277.108696
73,barcode,barcode,,,,0.96,4.74,,0.0,,0.766761266,0.766761266,17.64285714,6.4103,2.7179,1.3077,1.3077,1.4872,1.641,4.1026,4.1795,4.0,3.7949,3.659574468,7102.0
74,bark,bark,,,,1.0,4.52,2973.0,280.0,,0.781637583,0.786688088,17.68181818,1.3333,4.1795,5.0,3.5897,6.8205,2.1795,4.7949,4.8205,4.8718,4.8974,4.276595745,6757.638298000001
75,barnacle,barnacle,,animal,animal,0.96,4.92,253.0,32.0,animal|sea animal,0.367576826,0.406465715,17.91666667,1.5,3.3333,6.3889,2.3333,6.5,4.3889,4.7222,4.8889,4.0278,3.3333,4.80952381,13791.28571
76,barrel,barrel,container,,container,1.0,4.86,9951.0,542.0,container,0.877971955,0.877971955,18.0,6.4324,3.1892,1.4595,6.1622,3.0,2.0811,3.0811,2.8378,3.4865,4.2973,3.64,7647.74
77,barrette,barrette,,,,0.93,4.12,219.0,8.0,fastener|jewelry,0.36645561,0.381605464,17.5,6.6389,3.4444,1.2778,1.6111,1.9722,2.2222,6.4722,6.6111,6.6667,5.5833,3.8,4696.18
78,baseball,baseball,sports equipment,sports equipment,sports equipment,1.0,4.86,28551.0,1288.0,sports equipment,0.963756068,0.963756068,18.22222222,6.7632,3.2368,1.2895,1.9474,1.8421,4.5,6.5,6.6053,6.6316,5.0263,4.058823529,6276.921569
79,baseball_bat,baseball bat,sports equipment,sports equipment,"weapon, sports equipment",1.0,5.0,,0.0,sports equipment|weapon,0.613583591,0.613583591,17.66666667,6.8056,3.2778,1.4167,3.7778,2.8056,2.8056,6.0,6.3333,6.25,4.6389,4.52173913,6347.26087
80,baseball_glove,baseball glove,sports equipment,sports equipment,sports equipment,1.0,4.89,,0.0,sports equipment,0.406541832,0.422349411,17.94736842,6.5556,4.1111,1.75,2.6111,2.6111,2.4444,6.1667,6.2222,6.3611,5.1667,3.953488372,6629.674419
81,basil,basil,,plant,"plant, food",1.0,4.76,2725.0,69.0,food|plant,0.354861418,0.492357118,17.28571429,1.3846,4.3846,6.0513,1.5641,6.7949,2.8718,6.3846,6.5641,6.0769,5.9744,3.829787234,4354.212766
82,basket,basket,container,container,container,1.0,5.0,9316.0,672.0,container,0.981940144,0.981940144,17.75,6.641,3.5897,1.3333,2.0256,3.9487,1.9487,6.3333,6.359,6.2308,5.3077,3.734693878,7091.755101999999
83,basketball,basketball,sports equipment,sports equipment,sports equipment,1.0,4.97,20955.0,1091.0,sports equipment,0.950432973,0.950432973,18.07692308,6.7692,2.8974,1.1538,1.7179,1.6667,4.5641,5.7692,6.2821,6.5385,5.3333,4.188679245,9578.981132
84,basketball_hoop,basketball hoop,sports equipment,sports equipment,sports equipment,1.0,4.97,,0.0,sports equipment,0.78712278,0.78712278,17.25,6.5405,2.7568,1.3243,3.7838,1.5405,2.6757,4.5946,4.1081,3.6486,4.8108,3.68627451,4938.078431
85,bassinet,bassinet,,furniture,furniture,0.93,4.71,145.0,18.0,furniture,0.662345739,0.700540183,18.0625,6.5405,5.2703,1.5676,4.2703,2.4054,3.3784,5.0541,4.2973,4.7838,5.6486,3.867924528,8788.471698000001
86,bassoon,bassoon,musical instrument,musical instrument,musical instrument,0.89,4.67,94.0,16.0,musical instrument,0.287911439,0.372603788,17.47368421,6.8158,4.5526,1.2895,4.0789,2.2368,2.3421,5.3684,5.1316,5.4737,5.2895,3.97826087,7424.521739
87,bat1,bat,animal,animal,animal,1.0,5.0,7694.0,1052.0,animal|mammal,0.977773239,0.977773239,17.66666667,1.1892,4.0,6.7838,2.027,6.7568,6.8108,3.7568,3.5405,3.8108,3.1351,5.063829787,6181.404255
88,bat2,bat,sports equipment,,"weapon, sports equipment",1.0,5.0,7694.0,1052.0,sports equipment|weapon,0.441161851,0.454846061,17.86666667,6.7027,3.1622,1.3514,3.2432,2.3784,2.7838,6.4054,6.5676,6.5405,4.4865,4.16,7363.46
89,bathmat,bathmat,,,,1.0,4.81,,13.0,,0.436705168,0.55178614,17.76923077,6.5128,3.0,1.1282,1.9487,2.1026,2.1795,6.2051,6.2051,6.2564,4.7949,3.604651163,5526.72093
90,bathrobe,bathrobe,clothing,clothing,clothing,1.0,5.0,907.0,85.0,clothing,0.273992375,0.675190222,18.14285714,6.6111,3.5833,1.1944,2.1944,2.3611,2.2222,6.3056,6.4167,6.5278,6.3333,4.040816327,5791.367346999999
91,bathtub,bathtub,,container,container,1.0,4.92,1553.0,311.0,container,0.709218768,0.711302101,18.08333333,6.7714,4.2286,1.2857,6.6,1.9143,1.4286,4.0857,2.0286,1.8,5.8857,4.48,4672.32
92,baton1,baton,,,,1.0,4.64,1012.0,145.0,,0.400841872,0.4035401,17.9375,6.6154,2.8718,1.2308,2.0,1.6667,3.2051,6.359,6.4359,6.4359,4.3333,4.306122449,5544.22449
93,baton2,baton,weapon,,weapon,1.0,4.64,1012.0,145.0,weapon,0.421097616,0.430274404,17.23076923,6.4054,2.7027,1.5946,3.4324,1.973,2.8919,6.2432,6.1892,6.2432,2.8108,4.634146341,8784.463415
94,baton3,baton,sports equipment,,sports equipment,1.0,4.64,1012.0,145.0,sports equipment,0.777753929,0.774485955,17.64705882,6.625,2.9,1.425,2.05,1.95,3.675,6.35,6.475,6.275,4.65,4.422222222,4828.911111
95,baton4,baton,sports equipment,,sports equipment,1.0,4.64,1012.0,145.0,sports equipment,0.848444053,0.848444053,17.88888889,6.8649,2.7838,1.1081,2.5676,1.7297,2.5405,6.4324,6.4865,6.4595,4.1351,4.0476190480000005,6038.523810000001
96,batter,batter,food,food,food,1.0,4.41,2695.0,203.0,food,0.592842707,0.699153982,17.25,6.2973,3.7027,1.9459,2.5946,3.5946,2.6216,3.0,3.0811,5.5405,5.3784,4.0,7557.295454999999
97,battery,battery,,,,1.0,4.67,9793.0,633.0,,0.987153026,0.987153026,17.69230769,6.8462,3.1795,1.6154,2.5897,1.5128,1.7949,6.4359,6.5641,6.4872,4.4103,3.836734694,6156.836735
98,bazooka,bazooka,weapon,,weapon,0.97,4.66,104.0,46.0,weapon,0.345529973,0.372894765,17.46153846,6.8947,2.6579,1.1316,5.7895,1.4211,2.2895,4.0526,3.8684,3.9737,2.6316,4.319148936,6217.446809
99,beachball,beachball,toy,toy,"toy, sports equipment",1.0,4.97,,0.0,sports equipment|toy,0.857699428,0.857699428,17.73684211,6.5128,2.5128,1.359,1.2051,1.4359,4.7692,5.4872,6.2308,6.7692,5.5128,3.422222222,6761.066667
100,bead,bead,,decoration,,1.0,4.9,4436.0,57.0,arts and crafts supply,0.881951202,0.889887709,18.35714286,6.6316,4.1053,1.1579,1.3158,2.1579,3.0263,6.6053,6.7368,6.8947,5.3684,3.70212766,12969.97872
101,beaker,beaker,,container,container,1.0,4.72,275.0,22.0,container|scientific equipment,0.603430298,0.603430298,17.75,6.8718,3.3077,1.1795,2.1795,2.1026,2.2051,6.4615,6.5641,6.6154,4.2051,3.595744681,5110.106382999999
102,bean,bean,food,fruit,food,1.0,5.0,14996.0,349.0,food,0.818842118,0.8595661,17.84615385,1.475,4.025,4.675,1.425,6.75,2.075,6.425,6.65,6.55,4.925,4.104166667,6908.8125
103,beanbag,beanbag,furniture,container,furniture,1.0,4.96,136.0,26.0,furniture,0.853480016,0.853480016,17.625,6.7105,3.5263,1.3947,3.1053,1.6842,2.3158,4.8684,4.8421,5.6053,5.6579,3.770833333,4651.020833
104,beanie,beanie,,clothing,clothing,0.93,4.74,153.0,78.0,clothing|headwear,0.444295686,0.489739156,17.94444444,6.8378,3.2703,1.3243,1.1892,2.2432,2.0541,6.5676,6.7568,6.7297,5.5135,4.102040816000001,8856.816327
105,bear,bear,animal,animal,animal,1.0,4.88,12194.0,2928.0,animal|mammal,0.989292676,0.989292676,18.38095238,1.0789,4.9211,6.9474,6.7895,6.8947,6.8684,1.6053,1.3947,1.6316,4.0263,5.181818182,7643.75
106,beard,beard,,,body part,1.0,4.96,5528.0,643.0,body part,0.960873001,0.960873001,17.5,3.027,3.4865,3.8919,2.3514,6.3514,3.2432,5.3514,4.7838,3.7838,4.4324,4.395833333,7033.208333
107,beaver,beaver,animal,animal,animal,1.0,4.68,1140.0,246.0,animal|mammal,0.699321617,0.699321617,18.05882353,1.4474,5.1842,6.8947,4.2895,6.6579,6.8158,3.1316,3.1316,3.6842,4.8158,4.705882353,5399.470588
108,bed,bed,furniture,furniture,furniture,1.0,5.0,60304.0,9543.0,furniture,0.968853506,0.968853506,17.77272727,6.8571,4.6286,1.3429,6.2,2.6286,2.1429,3.3714,2.2286,2.9714,6.2,3.2093023260000004,5691.255814
109,bedpan,bedpan,medical equipment,container,"medical equipment, container",1.0,5.0,144.0,48.0,container|medical equipment,0.645714257,0.645714257,17.76923077,6.8056,2.0,1.2778,2.0278,1.4444,1.8889,5.75,5.9167,5.9722,2.8333,3.867924528,6407.962264
110,bedpost,bedpost,furniture,,,0.96,4.79,144.0,16.0,,0.561935558,0.599844055,18.66666667,6.6667,3.1282,1.359,4.8974,3.2821,2.2564,5.5385,4.6154,3.7949,4.7692,4.2,8603.777778
111,bee,bee,insect,"animal, insect","animal, insect",1.0,4.88,6342.0,528.0,animal|insect,0.955527367,0.955527367,18.44444444,1.3784,5.8378,6.9459,1.3784,6.8108,6.9459,3.0,3.0,4.0541,4.0,4.5,4832.434783
112,beehive,beehive,,,,1.0,4.93,467.0,44.0,,0.449381136,0.490834127,18.30769231,1.2286,5.4571,4.4857,4.4571,6.7143,2.6571,2.6286,2.0,1.9143,3.5714,4.895833333,7121.6875
113,beer,beer,,"food, beverage",drink,1.0,4.88,19349.0,3850.0,drink,0.862888341,0.862888341,18.125,6.6111,3.5,1.5556,2.3611,3.4722,2.4444,4.9444,5.25,5.6667,4.9167,4.4130434780000005,11803.34783
114,beet,beet,vegetable,vegetable,"food, vegetable",1.0,4.8,1689.0,14.0,food|vegetable,0.690968926,0.701495241,18.06666667,1.5263,3.9737,5.0789,2.0263,6.7632,2.2105,6.2368,6.5,6.4737,4.6579,3.954545455,5663.386364
